page,node_id,path,characters,font_family,font_weight,font_size,color
🔵 Design System,36:556,"Button/Button/Size=Medium, State=Press, Content=Icons + Text, Style=Filled/Text/Button",Button,Inter,600,14.0,#FFFFFF
🔵 Design System,36:561,"Button/Button/Size=Small, State=Press, Content=Icons + Text, Style=Filled/Text/Button",Button,Inter,600,12.0,#FFFFFF
🔵 Design System,36:566,"Button/Button/Size=Tiny, State=Press, Content=Icons + Text, Style=Filled/Text/Button",Button,Inter,600,10.0,#FFFFFF
🔵 Design System,36:596,"Button/Button/Size=Giant, State=Disabled, Content=Icons + Text, Style=Filled/Text/Button",Button,Inter,600,18.0,#9EA2AE
🔵 Design System,36:601,"Button/Button/Size=Large, State=Disabled, Content=Icons + Text, Style=Filled/Text/Button",Button,Inter,600,16.0,#9EA2AE
🔵 Design System,36:606,"Button/Button/Size=Medium, State=Disabled, Content=Icons + Text, Style=Filled/Text/Button",Button,Inter,600,14.0,#9EA2AE
🔵 Design System,36:611,"Button/Button/Size=Small, State=Disabled, Content=Icons + Text, Style=Filled/Text/Button",Button,Inter,600,12.0,#9EA2AE
🔵 Design System,36:616,"Button/Button/Size=Tiny, State=Disabled, Content=Icons + Text, Style=Filled/Text/Button",Button,Inter,600,10.0,#9EA2AE
🔵 Design System,36:691,"Button/Button/Size=Giant, State=Default, Content=Icons + Text, Style=Outline/Text/Button",Button,Inter,600,18.0,#4E61F6
🔵 Design System,36:696,"Button/Button/Size=Large, State=Default, Content=Icons + Text, Style=Outline/Text/Button",Button,Inter,600,16.0,#4E61F6
🔵 Design System,36:701,"Button/Button/Size=Medium, State=Default, Content=Icons + Text, Style=Outline/Text/Button",Button,Inter,600,14.0,#4E61F6
🔵 Design System,36:706,"Button/Button/Size=Small, State=Default, Content=Icons + Text, Style=Outline/Text/Button",Button,Inter,600,12.0,#4E61F6
🔵 Design System,36:711,"Button/Button/Size=Tiny, State=Default, Content=Icons + Text, Style=Outline/Text/Button",Button,Inter,600,10.0,#4E61F6
🔵 Design System,36:1029,"Button/Button/Size=Giant, State=Default, Content=Icons + Text, Style=Clear/Text/Button",Button,Inter,600,18.0,#4E61F6
🔵 Design System,36:1034,"Button/Button/Size=Large, State=Default, Content=Icons + Text, Style=Clear/Text/Button",Button,Inter,600,16.0,#4E61F6
🔵 Design System,36:1039,"Button/Button/Size=Medium, State=Default, Content=Icons + Text, Style=Clear/Text/Button",Button,Inter,600,14.0,#4E61F6
🔵 Design System,36:1044,"Button/Button/Size=Small, State=Default, Content=Icons + Text, Style=Clear/Text/Button",Button,Inter,600,12.0,#4E61F6
🔵 Design System,36:1049,"Button/Button/Size=Tiny, State=Default, Content=Icons + Text, Style=Clear/Text/Button",Button,Inter,600,10.0,#4E61F6
🔵 Design System,36:1273,"Button/Button/Size=Giant, State=Disabled, Content=Icons + Text, Style=Clear/Text/Button",Button,Inter,600,18.0,#9EA2AE
🔵 Design System,36:1278,"Button/Button/Size=Large, State=Disabled, Content=Icons + Text, Style=Clear/Text/Button",Button,Inter,600,16.0,#9EA2AE
🔵 Design System,36:1283,"Button/Button/Size=Medium, State=Disabled, Content=Icons + Text, Style=Clear/Text/Button",Button,Inter,600,14.0,#9EA2AE
🔵 Design System,36:1288,"Button/Button/Size=Small, State=Disabled, Content=Icons + Text, Style=Clear/Text/Button",Button,Inter,600,12.0,#9EA2AE
🔵 Design System,36:1293,"Button/Button/Size=Tiny, State=Disabled, Content=Icons + Text, Style=Clear/Text/Button",Button,Inter,600,10.0,#9EA2AE
🔵 Design System,36:1123,"Button/Button/Size=Giant, State=Hover, Content=Icons + Text, Style=Clear/Text/Button",Button,Inter,600,18.0,#3745AF
🔵 Design System,36:1128,"Button/Button/Size=Large, State=Hover, Content=Icons + Text, Style=Clear/Text/Button",Button,Inter,600,16.0,#3745AF
🔵 Design System,36:1133,"Button/Button/Size=Medium, State=Hover, Content=Icons + Text, Style=Clear/Text/Button",Button,Inter,600,14.0,#3745AF
🔵 Design System,36:1138,"Button/Button/Size=Small, State=Hover, Content=Icons + Text, Style=Clear/Text/Button",Button,Inter,600,12.0,#3745AF
🔵 Design System,36:1143,"Button/Button/Size=Tiny, State=Hover, Content=Icons + Text, Style=Clear/Text/Button",Button,Inter,600,10.0,#3745AF
🔵 Design System,36:1223,"Button/Button/Size=Giant, State=Press, Content=Icons + Text, Style=Clear/Text/Button",Button,Inter,600,18.0,#3745AF
🔵 Design System,36:1228,"Button/Button/Size=Large, State=Press, Content=Icons + Text, Style=Clear/Text/Button",Button,Inter,600,16.0,#3745AF
🔵 Design System,36:1233,"Button/Button/Size=Medium, State=Press, Content=Icons + Text, Style=Clear/Text/Button",Button,Inter,600,14.0,#3745AF
🔵 Design System,36:1238,"Button/Button/Size=Small, State=Press, Content=Icons + Text, Style=Clear/Text/Button",Button,Inter,600,12.0,#3745AF
🔵 Design System,36:1243,"Button/Button/Size=Tiny, State=Press, Content=Icons + Text, Style=Clear/Text/Button",Button,Inter,600,10.0,#3745AF
🔵 Design System,36:1173,"Button/Button/Size=Giant, State=Focus, Content=Icons + Text, Style=Clear/Text/Button",Button,Inter,600,18.0,#3745AF
🔵 Design System,36:1178,"Button/Button/Size=Large, State=Focus, Content=Icons + Text, Style=Clear/Text/Button",Button,Inter,600,16.0,#3745AF
🔵 Design System,36:1183,"Button/Button/Size=Medium, State=Focus, Content=Icons + Text, Style=Clear/Text/Button",Button,Inter,600,14.0,#3745AF
🔵 Design System,36:1188,"Button/Button/Size=Small, State=Focus, Content=Icons + Text, Style=Clear/Text/Button",Button,Inter,600,12.0,#3745AF
🔵 Design System,36:1193,"Button/Button/Size=Tiny, State=Focus, Content=Icons + Text, Style=Clear/Text/Button",Button,Inter,600,10.0,#3745AF
🔵 Design System,36:934,"Button/Button/Size=Giant, State=Disabled, Content=Icons + Text, Style=Outline/Text/Button",Button,Inter,600,18.0,#9EA2AE
🔵 Design System,36:939,"Button/Button/Size=Large, State=Disabled, Content=Icons + Text, Style=Outline/Text/Button",Button,Inter,600,16.0,#9EA2AE
🔵 Design System,36:944,"Button/Button/Size=Medium, State=Disabled, Content=Icons + Text, Style=Outline/Text/Button",Button,Inter,600,14.0,#9EA2AE
🔵 Design System,36:949,"Button/Button/Size=Small, State=Disabled, Content=Icons + Text, Style=Outline/Text/Button",Button,Inter,600,12.0,#9EA2AE
🔵 Design System,36:954,"Button/Button/Size=Tiny, State=Disabled, Content=Icons + Text, Style=Outline/Text/Button",Button,Inter,600,10.0,#9EA2AE
🔵 Design System,36:769,"Button/Button/Size=Giant, State=Hover, Content=Icons + Text, Style=Outline/Text/Button",Button,Inter,600,18.0,#AEB6FB
🔵 Design System,36:774,"Button/Button/Size=Large, State=Hover, Content=Icons + Text, Style=Outline/Text/Button",Button,Inter,600,16.0,#AEB6FB
🔵 Design System,36:779,"Button/Button/Size=Medium, State=Hover, Content=Icons + Text, Style=Outline/Text/Button",Button,Inter,600,14.0,#AEB6FB
🔵 Design System,36:784,"Button/Button/Size=Small, State=Hover, Content=Icons + Text, Style=Outline/Text/Button",Button,Inter,600,12.0,#AEB6FB
🔵 Design System,36:789,"Button/Button/Size=Tiny, State=Hover, Content=Icons + Text, Style=Outline/Text/Button",Button,Inter,600,10.0,#AEB6FB
🔵 Design System,36:884,"Button/Button/Size=Giant, State=Press, Content=Icons + Text, Style=Outline/Text/Button",Button,Inter,600,18.0,#4E61F6
🔵 Design System,36:889,"Button/Button/Size=Large, State=Press, Content=Icons + Text, Style=Outline/Text/Button",Button,Inter,600,16.0,#4E61F6
🔵 Design System,36:894,"Button/Button/Size=Medium, State=Press, Content=Icons + Text, Style=Outline/Text/Button",Button,Inter,600,14.0,#4E61F6
🔵 Design System,36:899,"Button/Button/Size=Small, State=Press, Content=Icons + Text, Style=Outline/Text/Button",Button,Inter,600,12.0,#4E61F6
🔵 Design System,36:904,"Button/Button/Size=Tiny, State=Press, Content=Icons + Text, Style=Outline/Text/Button",Button,Inter,600,10.0,#4E61F6
🔵 Design System,36:819,"Button/Button/Size=Giant, State=Focus, Content=Icons + Text, Style=Outline/Text/Button",Button,Inter,600,18.0,#4E61F6
🔵 Design System,36:824,"Button/Button/Size=Large, State=Focus, Content=Icons + Text, Style=Outline/Text/Button",Button,Inter,600,16.0,#4E61F6
🔵 Design System,36:829,"Button/Button/Size=Medium, State=Focus, Content=Icons + Text, Style=Outline/Text/Button",Button,Inter,600,14.0,#4E61F6
🔵 Design System,36:834,"Button/Button/Size=Small, State=Focus, Content=Icons + Text, Style=Outline/Text/Button",Button,Inter,600,12.0,#4E61F6
🔵 Design System,36:839,"Button/Button/Size=Tiny, State=Focus, Content=Icons + Text, Style=Outline/Text/Button",Button,Inter,600,10.0,#4E61F6
🔵 Design System,2769:5887,"Button/Device Button/Size=Giant, State=Choose/Text/Button",Button,Inter,600,18.0,#FFFFFF
🔵 Design System,2769:5894,"Button/Device Button/Size=Large, State=Choose/Text/Button",Button,Inter,600,16.0,#FFFFFF
🔵 Design System,2769:5899,"Button/Device Button/Size=Medium, State=Choose/Text/Button",Button,Inter,600,14.0,#FFFFFF
🔵 Design System,2769:5904,"Button/Device Button/Size=Small, State=Choose/Text/Button",Button,Inter,600,12.0,#FFFFFF
🔵 Design System,2769:5909,"Button/Device Button/Size=Tiny, State=Choose/Text/Button",Button,Inter,600,10.0,#FFFFFF
🔵 Design System,2769:6004,"Button/Device Button/Size=Giant, State=Default/Text/Button",Button,Inter,600,18.0,#6D717F
🔵 Design System,2769:6009,"Button/Device Button/Size=Large, State=Default/Text/Button",Button,Inter,600,16.0,#6D717F
🔵 Design System,2769:6014,"Button/Device Button/Size=Medium, State=Default/Text/Button",Button,Inter,600,14.0,#6D717F
🔵 Design System,2769:6019,"Button/Device Button/Size=Small, State=Default/Text/Button",Button,Inter,600,12.0,#6D717F
🔵 Design System,2769:6024,"Button/Device Button/Size=Tiny, State=Default/Text/Button",Button,Inter,600,10.0,#6D717F
🔵 Design System,245:7559,Stepper/Stepper,Stepper,Bai Jamjuree,600,48.0,#131927
🔵 Design System,245:6579,Page Control/Page Control,Page Control,Bai Jamjuree,600,48.0,#131927
🔵 Design System,245:6697,Page Control/Horizontal,Horizontal,Bai Jamjuree,600,24.0,#131927
🔵 Design System,245:6704,Page Control/Vertical,Vertical,Bai Jamjuree,600,24.0,#131927
🔵 Design System,235:6282,Pagination/Pagination,Pagination,Bai Jamjuree,600,48.0,#131927
🔵 Design System,237:6469,Pagination/State/Default,Default,Inter,400,16.0,#131927
🔵 Design System,237:6470,Pagination/State/Hover,Hover,Inter,400,16.0,#131927
🔵 Design System,237:6471,Pagination/State/Focus,Focus,Inter,400,16.0,#131927
🔵 Design System,237:6472,Pagination/State/Selected,Selected,Inter,400,16.0,#131927
🔵 Design System,237:6473,Pagination/State/Disabled,Disabled,Inter,400,16.0,#131927
🔵 Design System,240:6548,"Pagination/Pagination (Item)/State=Disabled, Content=Text/1",1,Inter,400,16.0,#9EA2AE
🔵 Design System,240:6544,"Pagination/Pagination (Item)/State=Selected, Content=Text/1",1,Inter,400,16.0,#FFFFFF
🔵 Design System,240:6540,"Pagination/Pagination (Item)/State=Focus, Content=Text/1",1,Inter,400,16.0,#3745AF
🔵 Design System,240:6529,"Pagination/Pagination (Item)/State=Default, Content=Text/1",1,Inter,400,16.0,#3745AF
🔵 Design System,240:6531,"Pagination/Pagination (Item)/State=Hover, Content=Text/1",1,Inter,400,16.0,#3745AF
🔵 Design System,I245:6571;240:6529,Pagination/Pagination/Pagination (Item)/1,1,Inter,400,16.0,#3745AF
🔵 Design System,I240:6551;240:6544,Pagination/Pagination/Pagination (Item)/1,2,Inter,400,16.0,#FFFFFF
🔵 Design System,I240:6553;240:6529,Pagination/Pagination/Pagination (Item)/1,3,Inter,400,16.0,#3745AF
🔵 Design System,I240:6555;240:6529,Pagination/Pagination/Pagination (Item)/1,4,Inter,400,16.0,#3745AF
🔵 Design System,247:7996,Tab/Tab,Tab,Bai Jamjuree,600,48.0,#131927
🔵 Design System,252:8364,Tab/State/Default,Default,Inter,400,16.0,#131927
🔵 Design System,252:8365,Tab/State/Hover,Hover,Inter,400,16.0,#131927
🔵 Design System,252:8366,Tab/State/Focus,Focus,Inter,400,16.0,#131927
🔵 Design System,252:8367,Tab/State/Selected,Selected,Inter,400,16.0,#131927
🔵 Design System,252:8368,Tab/State/Disabled,Disabled,Inter,400,16.0,#131927
🔵 Design System,252:8443,Tab/Examples/Title + Message/Examples,Examples,Bai Jamjuree,600,24.0,#131927
🔵 Design System,252:8444,Tab/Examples/Title + Message/Customizing content within a component.,Customizing content within a component.,Inter,400,16.0,#6D717F
🔵 Design System,I252:8372;252:8307,Tab/Tab (5 Tabs)/Tab (Item)/Text/Label,Label,Inter,600,14.0,#FFFFFF
🔵 Design System,I252:8379;252:8337,Tab/Tab (5 Tabs)/Tab (Item)/Text/Label,Label,Inter,600,14.0,#3745AF
🔵 Design System,I252:8386;252:8337,Tab/Tab (5 Tabs)/Tab (Item)/Text/Label,Label,Inter,600,14.0,#3745AF
🔵 Design System,I252:8427;252:8337,Tab/Tab (5 Tabs)/Tab (Item)/Text/Label,Label,Inter,600,14.0,#3745AF
🔵 Design System,I252:8434;252:8337,Tab/Tab (5 Tabs)/Tab (Item)/Text/Label,Label,Inter,600,14.0,#3745AF
🔵 Design System,I255:8770;252:8372;252:8307,Tab/Tab (5 Tabs)/Tab (Item)/Text/Label,Label,Inter,600,14.0,#FFFFFF
🔵 Design System,I255:8770;252:8379;252:8337,Tab/Tab (5 Tabs)/Tab (Item)/Text/Label,Label,Inter,600,14.0,#3745AF
🔵 Design System,I255:8770;252:8386;252:8337,Tab/Tab (5 Tabs)/Tab (Item)/Text/Label,Label,Inter,600,14.0,#3745AF
🔵 Design System,I255:8770;252:8427;252:8337,Tab/Tab (5 Tabs)/Tab (Item)/Text/Label,Label,Inter,600,14.0,#3745AF
🔵 Design System,I255:8770;252:8434;252:8337,Tab/Tab (5 Tabs)/Tab (Item)/Text/Label,Label,Inter,600,14.0,#3745AF
🔵 Design System,I255:8801;252:8372;252:8307,Tab/Tab (5 Tabs)/Tab (Item)/Text/Label,Label,Inter,600,14.0,#FFFFFF
🔵 Design System,I255:8801;252:8379;252:8337,Tab/Tab (5 Tabs)/Tab (Item)/Text/Label,Label,Inter,600,14.0,#3745AF
🔵 Design System,I255:8801;252:8386;252:8337,Tab/Tab (5 Tabs)/Tab (Item)/Text/Label,Label,Inter,600,14.0,#3745AF
🔵 Design System,I255:8801;252:8427;252:8337,Tab/Tab (5 Tabs)/Tab (Item)/Text/Label,Label,Inter,600,14.0,#3745AF
🔵 Design System,I255:8801;252:8434;252:8337,Tab/Tab (5 Tabs)/Tab (Item)/Text/Label,Label,Inter,600,14.0,#3745AF
🔵 Design System,I255:8827;252:8372;252:8307,Tab/Tab (5 Tabs)/Tab (Item)/Text/Label,Label,Inter,600,14.0,#FFFFFF
🔵 Design System,I255:8827;252:8379;252:8337,Tab/Tab (5 Tabs)/Tab (Item)/Text/Label,Label,Inter,600,14.0,#3745AF
🔵 Design System,I255:8827;252:8386;252:8337,Tab/Tab (5 Tabs)/Tab (Item)/Text/Label,Label,Inter,600,14.0,#3745AF
🔵 Design System,I255:8827;252:8427;252:8337,Tab/Tab (5 Tabs)/Tab (Item)/Text/Label,Label,Inter,600,14.0,#3745AF
🔵 Design System,I255:8827;252:8434;252:8337,Tab/Tab (5 Tabs)/Tab (Item)/Text/Label,Label,Inter,600,14.0,#3745AF
🔵 Design System,252:8307,Tab/Tab (Item)/State=Selected/Text/Label,Label,Inter,600,14.0,#FFFFFF
🔵 Design System,252:8359,Tab/Tab (Item)/State=Disabled/Text/Label,Label,Inter,600,14.0,#9EA2AE
🔵 Design System,252:8337,Tab/Tab (Item)/State=Default/Text/Label,Label,Inter,600,14.0,#3745AF
🔵 Design System,252:8345,Tab/Tab (Item)/State=Hover/Text/Label,Label,Inter,600,14.0,#3745AF
🔵 Design System,252:8352,Tab/Tab (Item)/State=Focus/Text/Label,Label,Inter,600,14.0,#3745AF
🔵 Design System,255:8892,Dropdown/Dropdown,Dropdown,Bai Jamjuree,600,48.0,#131927
🔵 Design System,258:9251,Dropdown/State/Default,Default,Inter,400,16.0,#131927
🔵 Design System,258:9252,Dropdown/State/Hover,Hover,Inter,400,16.0,#131927
🔵 Design System,258:9253,Dropdown/State/Expanded,Expanded,Inter,400,16.0,#131927
🔵 Design System,258:9256,Dropdown/State/Disabled,Disabled,Inter,400,16.0,#131927
🔵 Design System,270:9403,Dropdown/State/Default,Default,Inter,400,16.0,#131927
🔵 Design System,270:9404,Dropdown/State/Hover,Hover,Inter,400,16.0,#131927
🔵 Design System,270:9405,Dropdown/State/Selected,Selected,Inter,400,16.0,#131927
🔵 Design System,270:9406,Dropdown/State/Disabled,Disabled,Inter,400,16.0,#131927
🔵 Design System,258:9300,Dropdown/Examples/Title + Message/Examples,Examples,Bai Jamjuree,600,24.0,#131927
🔵 Design System,258:9301,Dropdown/Examples/Title + Message/Customizing content within a component.,Customizing content within a component.,Inter,400,16.0,#6D717F
🔵 Design System,258:9277,Dropdown/Dropdown/State=Disabled/Left Content/Select,Select,Inter,400,16.0,#9EA2AE
🔵 Design System,258:9246,Dropdown/Dropdown/State=Expanded/Left Content/Select,Select,Inter,400,16.0,#131927
🔵 Design System,255:9239,Dropdown/Dropdown/State=Hover/Left Content/Select,Select,Inter,400,16.0,#131927
🔵 Design System,255:9152,Dropdown/Dropdown/State=Default/Left Content/Select,Select,Inter,400,16.0,#131927
🔵 Design System,I258:9303;258:9246,Dropdown/Dropdown/Left Content/Select,Select,Inter,400,16.0,#131927
🔵 Design System,270:9410,Dropdown/Expanded Menu (Item)/State=Disabled/Left Content/Option,Option,Inter,400,16.0,#9EA2AE
🔵 Design System,269:9397,Dropdown/Expanded Menu (Item)/State=Selected/Left Content/Option,Option,Inter,400,16.0,#131927
🔵 Design System,269:9391,Dropdown/Expanded Menu (Item)/State=Hover/Left Content/Option,Option,Inter,400,16.0,#131927
🔵 Design System,269:9367,Dropdown/Expanded Menu (Item)/State=Default/Left Content/Option,Option,Inter,400,16.0,#131927
🔵 Design System,I270:9415;269:9367,Dropdown/Expanded Menu (5 Rows)/Expanded Menu (Item)/Left Content/Option,Option 1,Inter,400,16.0,#131927
🔵 Design System,I270:9421;269:9367,Dropdown/Expanded Menu (5 Rows)/Expanded Menu (Item)/Left Content/Option,Option 2,Inter,400,16.0,#131927
🔵 Design System,I270:9427;269:9367,Dropdown/Expanded Menu (5 Rows)/Expanded Menu (Item)/Left Content/Option,Option 3,Inter,400,16.0,#131927
🔵 Design System,I270:9433;269:9367,Dropdown/Expanded Menu (5 Rows)/Expanded Menu (Item)/Left Content/Option,Option 4,Inter,400,16.0,#131927
🔵 Design System,I270:9439;269:9367,Dropdown/Expanded Menu (5 Rows)/Expanded Menu (Item)/Left Content/Option,Option 5,Inter,400,16.0,#131927
🔵 Design System,I270:9736;270:9415;269:9367,Dropdown/Expanded Menu (5 Rows)/Expanded Menu (Item)/Left Content/Option,Option 1,Inter,400,16.0,#131927
🔵 Design System,I270:9736;270:9421;269:9391,Dropdown/Expanded Menu (5 Rows)/Expanded Menu (Item)/Left Content/Option,Option 2,Inter,400,16.0,#131927
🔵 Design System,I270:9736;270:9427;269:9367,Dropdown/Expanded Menu (5 Rows)/Expanded Menu (Item)/Left Content/Option,Option 3,Inter,400,16.0,#131927
🔵 Design System,I270:9736;270:9433;269:9367,Dropdown/Expanded Menu (5 Rows)/Expanded Menu (Item)/Left Content/Option,Option 4,Inter,400,16.0,#131927
🔵 Design System,I270:9736;270:9439;269:9367,Dropdown/Expanded Menu (5 Rows)/Expanded Menu (Item)/Left Content/Option,Option 5,Inter,400,16.0,#131927
